comp1_c0_seq1	GO:0009507, GO:0016020
comp6858_c0_seq1	GO:0044464
comp6859_c0_seq1	GO:0005975, GO:0031410, GO:0004553
comp6860_c0_seq1	GO:0046470, GO:0005509, GO:0016020, GO:0009395, GO:0004630, GO:0070290, GO:0006643
comp6861_c0_seq1	GO:0006351, GO:0006355
comp6863_c0_seq1	GO:0006810, GO:0005622, GO:0005215
comp6865_c0_seq1	GO:0016021, GO:0015194, GO:0015825, GO:0009536
comp6866_c0_seq1	GO:0009893, GO:0006355, GO:0043565, GO:0009725, GO:0006355, GO:1901700, GO:0001101, GO:0005667, GO:0003700, GO:0048522, GO:0010017, GO:0033993, GO:0048580
comp6873_c0_seq1	GO:0005524, GO:0018108, GO:0004715, GO:0009069, GO:0004674, GO:0005886
comp6876_c0_seq1	
comp6878_c0_seq1	GO:0005515
comp6879_c0_seq1	GO:0004659, GO:0016491, GO:0008654, GO:0016114, GO:0009536
comp6880_c0_seq1	GO:0009570, GO:0070838, GO:0006833, GO:0009651, GO:0009750, GO:0010319, GO:0009941, GO:0019684, GO:0016597, GO:0030003, GO:0042742, GO:0009535
comp6881_c0_seq1	GO:0009507, GO:0006118, GO:0015035, GO:0006662, GO:0016671, GO:0034599, GO:0045454, GO:0055114, GO:0006457, GO:0000103
comp6883_c0_seq1	GO:0005634, GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp6885_c0_seq1	GO:0045040, GO:0005742
comp6886_c0_seq1	GO:0051015, GO:0051016, GO:0009408, GO:0005737, GO:0000902, GO:0005884, GO:0008290
comp6887_c0_seq1	GO:0010074, GO:0010099, GO:0008284, GO:0003690, GO:0043565, GO:0009740, GO:0006355, GO:0042753, GO:0043687, GO:0006406, GO:0005634, GO:0031539, GO:0005667, GO:0003700, GO:0009737, GO:0009909, GO:0045893, GO:0051276, GO:0019722, GO:0010224
comp6889_c0_seq1	GO:0009052, GO:0055085, GO:0016021, GO:0004751, GO:0015976
comp6890_c0_seq1	GO:0006525, GO:0004668, GO:0006560, GO:0009446, GO:0047632
comp6892_c0_seq1	GO:0005524, GO:0043900, GO:0002831, GO:0051707, GO:0042221, GO:0044444, GO:0032101, GO:0009069, GO:0004674, GO:0006468, GO:0031347, GO:0009966
comp6895_c0_seq1	GO:0006281, GO:0061630, GO:0008380, GO:0005515, GO:0045087, GO:0005681, GO:0070534, GO:0006397, GO:0016874
comp6899_c0_seq1	GO:0005515, GO:0016021
comp6900_c0_seq1	GO:0005524, GO:0010286, GO:0006457
comp6902_c0_seq1	GO:0035198, GO:0090502, GO:0031053, GO:0031054, GO:0009735, GO:0009733, GO:0004525, GO:0009737, GO:0003725, GO:0051252, GO:0010589, GO:0010445, GO:0051607, GO:0010305, GO:0035279, GO:0010267
comp6906_c0_seq1	GO:0009408, GO:0042538, GO:0009506, GO:0005739, GO:0005783, GO:0005794, GO:0005774, GO:0006810, GO:0009416, GO:0005886, GO:0005215
comp6908_c0_seq1	GO:0016020, GO:0004650, GO:0071555, GO:0005576, GO:0005982, GO:0005985
comp6909_c0_seq1	GO:0008168, GO:0032259
comp6910_c0_seq1	GO:0005739, GO:0006629, GO:0016787
comp6911_c0_seq1	GO:0005515
comp6912_c0_seq1	GO:0009570, GO:0006164, GO:0006560, GO:0051262, GO:0042450, GO:0005829, GO:0006531, GO:0004056, GO:0006522
comp6914_c0_seq1	GO:0009570, GO:0015994, GO:0009073, GO:0006098, GO:0009941, GO:0009697, GO:0006364, GO:0006744, GO:0009965, GO:0009409, GO:0009814, GO:0018160, GO:0004418, GO:0045893, GO:0048046, GO:0019344, GO:0030154, GO:0019288, GO:0019684, GO:0033014
comp6916_c0_seq1	GO:0003677, GO:0005667, GO:0003700, GO:0007275, GO:0006355, GO:0006355
comp6917_c0_seq1	
comp6918_c0_seq1	GO:0005524, GO:0016310, GO:0016301
comp6920_c0_seq1	GO:0016459, GO:0005524, GO:0003779, GO:0008152, GO:0003774
comp6921_c0_seq1	GO:0000166, GO:0003676
comp6924_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006952, GO:1901701, GO:0006355, GO:0035556, GO:0009755, GO:0071229
comp6925_c0_seq1	GO:0008150
comp6927_c0_seq1	GO:0005524
comp6929_c0_seq1	GO:0009570, GO:0004845, GO:0009116, GO:0005829, GO:0006223, GO:0032502
comp6930_c0_seq1	GO:0008270, GO:0019789
comp6932_c0_seq1	GO:0010181, GO:0045892, GO:0016491, GO:0055114
comp6934_c0_seq1	GO:0000956, GO:0006486, GO:0006396, GO:0009736, GO:0043687, GO:0000278, GO:0006346, GO:0009938, GO:0005634, GO:0045893, GO:0016262, GO:2000377, GO:0005829, GO:0016246
comp6935_c0_seq1	GO:0003674
comp6936_c0_seq1	GO:0042967, GO:0016021, GO:0006474, GO:0031248, GO:0004596
comp6938_c0_seq1	GO:0016558, GO:0007033, GO:0009793, GO:0009055, GO:0007030, GO:0055088, GO:0006623, GO:0046459, GO:0003995, GO:0005777, GO:0033539, GO:0006118, GO:0016192, GO:0000062, GO:0050660, GO:0052890, GO:0044265
comp6939_c0_seq1	GO:0006886, GO:0005622
comp6945_c0_seq1	GO:0006490, GO:0097502, GO:0004377, GO:0030433, GO:0000136
comp6947_c0_seq1	GO:0048015, GO:0016020, GO:0046854, GO:0004430, GO:0005488, GO:0005622
comp6949_c0_seq1	GO:0016021
comp6950_c0_seq1	GO:0008152, GO:0050896
comp6957_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0008152, GO:0016021, GO:0005886
comp6961_c0_seq1	GO:0016020, GO:0016021
comp6965_c0_seq1	GO:0005789
comp6966_c0_seq1	GO:0000166
comp6967_c0_seq1	GO:0016021
comp6968_c0_seq1	GO:0005886, GO:0005622, GO:0048193
comp6970_c0_seq1	GO:0010075, GO:0055085, GO:0090358, GO:0022857, GO:0009651, GO:0009750, GO:0090355, GO:0008361, GO:0007389, GO:0048767, GO:0009834, GO:0005886, GO:0009932, GO:0009926, GO:0009705, GO:0006833, GO:0009825, GO:0000271, GO:0043481, GO:0016021, GO:0071555
comp6972_c0_seq1	GO:0006855, GO:0015297, GO:0016021, GO:0005774, GO:0015238
comp6973_c0_seq1	GO:0005524, GO:0006396, GO:0004004, GO:0003723
comp6975_c0_seq1	GO:0070919, GO:0003725, GO:0035196, GO:0051607, GO:0010267
comp6977_c0_seq1	GO:0009987
comp6978_c0_seq1	GO:0008150, GO:0005634, GO:0035267, GO:0006351, GO:0016020, GO:0016021, GO:0006355, GO:0032777, GO:0003674, GO:0006357
comp6979_c0_seq1	GO:0005506, GO:0080132, GO:0016021, GO:0005783, GO:0055114, GO:0006633
comp6980_c0_seq1	GO:0008270, GO:0005515, GO:0031507, GO:0000976, GO:0003682, GO:0006342, GO:0000785, GO:0005677
comp6982_c0_seq1	GO:0005524, GO:0016021, GO:0031410, GO:0004672, GO:0006468
comp6983_c0_seq1	GO:0005515, GO:0071310, GO:0007165, GO:0044267
comp6984_c0_seq1	GO:0071806, GO:0015266, GO:0016020, GO:0033365
comp6988_c0_seq1	GO:0046540, GO:0019013, GO:0000244
comp6989_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0016491, GO:0008152, GO:0016021
comp6990_c0_seq1	GO:0090503, GO:0007033, GO:0000902, GO:0007030, GO:0043928, GO:0000932, GO:0003676, GO:0004535, GO:0005634, GO:0051252, GO:0010228, GO:0030015, GO:0017148, GO:0016049, GO:0048193
comp6992_c0_seq1	GO:0009073, GO:0005515, GO:0010207, GO:0048564, GO:0005739, GO:0016021, GO:0019344, GO:0010027, GO:0019288, GO:0006655, GO:0009535, GO:0016226
comp6993_c0_seq1	
comp6995_c0_seq1	
comp6996_c0_seq1	GO:0010043, GO:0061088, GO:0016021, GO:0005385, GO:0000325, GO:0071577
comp6998_c0_seq1	
comp7000_c0_seq1	
comp7002_c0_seq1	GO:0005635, GO:0005829, GO:0008565, GO:0042991, GO:0008536
comp7003_c0_seq1	GO:0006996, GO:0044446
comp7005_c0_seq1	GO:0016829, GO:0004650, GO:0071555, GO:0005576, GO:0005982, GO:0005985
comp7007_c0_seq1	
comp7009_c0_seq1	GO:0005515, GO:0006355
comp7011_c0_seq1	GO:0003743, GO:0001731, GO:0016282, GO:0033290, GO:0006446, GO:0005840, GO:0005852
comp7014_c0_seq1	GO:0008375, GO:0016020
comp7015_c0_seq1	GO:0006355
comp7018_c0_seq1	GO:0003677
comp7019_c0_seq1	GO:0042816, GO:0008478, GO:0009443, GO:0016310
comp7020_c0_seq1	GO:0008270, GO:0016491, GO:0055114
comp7021_c0_seq1	GO:0009570, GO:0006094, GO:0006098, GO:0006096, GO:0042132, GO:0006013, GO:0006000, GO:0016311, GO:0015976, GO:0016556
comp7023_c0_seq1	GO:0005634, GO:0003677, GO:0007275, GO:0006355, GO:0009725
comp7024_c0_seq1	
comp7025_c0_seq1	GO:0003779, GO:0030042, GO:0015629
comp7026_c0_seq1	GO:0004722, GO:0008287, GO:0006470
comp7030_c0_seq1	
comp7033_c0_seq1	GO:0005777, GO:0051750, GO:0006635, GO:0016829
comp7034_c0_seq1	GO:0008948, GO:0006525, GO:0008428, GO:0043086, GO:0046872, GO:0047443, GO:0006560, GO:0051252, GO:0008168, GO:0006090, GO:0018874, GO:0032259
comp7035_c0_seq1	GO:0006353
comp7037_c0_seq1	GO:0009782, GO:0009523, GO:0009941, GO:0006364, GO:0009416, GO:0009768, GO:0009535, GO:0046872, GO:0010207, GO:0031409, GO:0016021, GO:0010027, GO:0018298, GO:0016168, GO:0010287
comp7038_c0_seq1	GO:0006810, GO:0005622
comp7039_c0_seq1	GO:0003676, GO:0008270, GO:0015074
comp7040_c0_seq1	GO:0008150, GO:0005575
comp7043_c0_seq1	GO:0010162, GO:0019915, GO:0009793, GO:0010182, GO:0000339, GO:0000911, GO:0006366, GO:0006342, GO:0009933, GO:0005846, GO:0045292, GO:0009909, GO:0051028, GO:0051567, GO:0009086, GO:0009640, GO:0031053, GO:0006370, GO:0000226, GO:0009845, GO:0005634, GO:0000394, GO:0006306, GO:0009737, GO:0005737, GO:0048574, GO:0050826, GO:0016567
comp7045_c0_seq1	GO:0005515
comp7046_c0_seq1	GO:0016788, GO:0016844, GO:0005783, GO:0042432, GO:0005774, GO:0016114
comp7050_c0_seq1	GO:0016021, GO:0005783, GO:0051539, GO:0035598, GO:0035600
comp7051_c0_seq1	GO:0008150, GO:0005634, GO:0005829, GO:0003674
comp7053_c0_seq1	GO:0003824
comp7054_c0_seq1	GO:0030968, GO:0016021, GO:0015171, GO:0031348, GO:0009536, GO:0003333
comp7057_c0_seq1	GO:0000062
comp7060_c0_seq1	GO:0090503, GO:0007033, GO:0000902, GO:0007030, GO:0043928, GO:0000932, GO:0003676, GO:0004535, GO:0005634, GO:0051252, GO:0010228, GO:0030015, GO:0017148, GO:0016049, GO:0048193
comp7061_c0_seq1	GO:0008152, GO:0016787
comp7062_c0_seq1	GO:0005524, GO:0005471, GO:0016021, GO:0015867, GO:0015866, GO:0009536
comp7064_c0_seq1	GO:0005524, GO:0018108, GO:0004714, GO:0016021, GO:0007169, GO:0031410, GO:0009069, GO:0004674
comp7067_c0_seq1	
comp7068_c0_seq1	GO:0008283, GO:0009793, GO:0048449, GO:0009555, GO:0045787, GO:0006275, GO:0005677, GO:0080008, GO:0009965, GO:0009507, GO:0006349, GO:0005515, GO:0009909, GO:0031507, GO:0016570, GO:0010214, GO:0010026, GO:0010389
comp7070_c0_seq1	GO:0009570, GO:0080041, GO:0080042, GO:0008152
comp7071_c0_seq1	GO:0003676, GO:0008270, GO:0008276, GO:0007165, GO:0043666, GO:0000159, GO:0006479, GO:0019888, GO:0032775, GO:0009007
comp7072_c0_seq1	GO:0005515
comp7073_c0_seq1	GO:0055071, GO:0015410, GO:0016529, GO:0008152, GO:0006891, GO:0005388, GO:0006874, GO:0048364, GO:0005887, GO:0005524, GO:0005802, GO:0046872, GO:0071421, GO:0070588
comp7076_c0_seq1	GO:0000439, GO:0006289, GO:0006355
comp7079_c0_seq1	GO:0005515
comp7080_c0_seq1	GO:0008270, GO:0006355
comp7081_c0_seq1	GO:0006448, GO:0003746, GO:0005840, GO:0009536
comp7083_c0_seq1	GO:0005515, GO:0016192, GO:0016021, GO:0044464, GO:0050789
comp7084_c0_seq1	GO:0000287, GO:0004743, GO:0006094, GO:0030955, GO:0006096, GO:0006144, GO:0006633, GO:0010431, GO:0016301, GO:0015976, GO:0009536
comp7088_c0_seq1	GO:0005488
comp7090_c0_seq1	GO:0004722, GO:0008287, GO:0046872, GO:0006470
comp7091_c0_seq1	GO:0009094, GO:0000162, GO:0006571, GO:0005950, GO:0004049
comp7092_c0_seq1	GO:0046872, GO:0016021, GO:0020037
comp7093_c0_seq1	GO:0071806, GO:0005515, GO:0015266, GO:0009941, GO:0016021, GO:0033365
comp7094_c0_seq1	GO:0006417, GO:0003743, GO:0005515, GO:0009737, GO:0000911, GO:0000226, GO:0009630, GO:0009615, GO:0005840, GO:0006446
comp7100_c0_seq1	GO:0046983
comp7101_c0_seq1	GO:0016021, GO:0006810, GO:0005622, GO:0005215
comp7102_c0_seq1	GO:0005829, GO:0002098, GO:0032447, GO:0034227
comp7104_c0_seq1	GO:0097159, GO:1901363, GO:0009536
comp7105_c0_seq1	GO:0005506, GO:0016491, GO:0016021, GO:0055114, GO:0006633
comp7110_c0_seq1	GO:0045454
comp7111_c0_seq1	GO:0045131, GO:0000398
comp7114_c0_seq1	GO:0005488
comp7115_c0_seq1	GO:0008270, GO:0016021
comp7116_c0_seq1	GO:0016920, GO:0006508, GO:0005829
comp7117_c0_seq1	GO:0016020, GO:0044237
comp7123_c0_seq1	GO:0009570, GO:0000023, GO:0000272, GO:0019252, GO:0016161, GO:0016491, GO:0055114, GO:0005985
comp7124_c0_seq1	GO:0008270, GO:0003723, GO:0003735, GO:0022627, GO:0016021, GO:0042254, GO:0006412
comp7126_c0_seq1	GO:0006301
comp7128_c0_seq1	GO:0008270, GO:0046872
comp7131_c0_seq1	GO:0043229
comp7132_c0_seq1	GO:0004612, GO:0005524, GO:0006094, GO:0005739, GO:0005829, GO:0006099, GO:0015976
comp7135_c0_seq1	GO:0005802, GO:0005768, GO:0008483, GO:0008152
comp7137_c0_seq1	GO:0005789
comp7140_c0_seq1	GO:0015940, GO:0005524, GO:0015937, GO:0004594, GO:0016310
comp7141_c0_seq1	GO:0005524, GO:0016055, GO:0009069, GO:0004674, GO:0018105
comp7142_c0_seq1	GO:0003676, GO:0090304, GO:0008270
comp7143_c0_seq1	GO:0005525, GO:0007264, GO:0015031, GO:0005622
comp7145_c0_seq1	GO:0008150
comp7147_c0_seq1	GO:0009507, GO:0016021, GO:0005576
comp7149_c0_seq1	GO:0003677, GO:0005829
comp7152_c0_seq1	GO:0008150
comp7153_c0_seq1	GO:0006629, GO:0016021, GO:0016787
comp7155_c0_seq1	GO:0005524, GO:0009738, GO:0005737, GO:0009069, GO:0004674, GO:0006468, GO:0035556
comp7157_c0_seq1	GO:0009570, GO:0005634
comp7158_c0_seq1	GO:0009629, GO:0009605, GO:0046872, GO:0005773
comp7159_c0_seq1	GO:0008150, GO:0048440, GO:0043481, GO:0003674, GO:0010048
comp7160_c0_seq1	GO:0000166, GO:0003676
comp7161_c0_seq1	GO:0005524, GO:0016021, GO:0009069, GO:0004674, GO:0006468, GO:0005886
comp7163_c0_seq1	GO:0016887, GO:0005524, GO:0008152
comp7164_c0_seq1	GO:0003677
comp7165_c0_seq1	GO:0010075, GO:0005773
comp7166_c0_seq1	
comp7167_c0_seq1	GO:0003676, GO:0006626, GO:0005524, GO:0034968, GO:0005507, GO:0009909, GO:0009220, GO:0010228, GO:0005622
comp7172_c0_seq1	GO:0005739, GO:0016020, GO:0016021
comp7176_c0_seq1	GO:0005739, GO:1900864, GO:0050897
comp7177_c0_seq1	GO:0008283, GO:0051510, GO:0030071, GO:0016604, GO:0010087, GO:0005680, GO:0031145, GO:0007276, GO:0032876, GO:0043248, GO:0051788
comp7178_c0_seq1	GO:0048268, GO:0030276, GO:0030136, GO:0005545
comp7185_c0_seq1	GO:0003677, GO:0008270, GO:0006206, GO:0003899, GO:0001193, GO:0006283, GO:0006144, GO:0005730, GO:0006367, GO:0005665
comp7186_c0_seq1	GO:0005515
comp7188_c0_seq1	GO:0008152, GO:0016021, GO:0046983, GO:0016597
comp7189_c0_seq1	GO:0008283, GO:0008270, GO:0006260, GO:0004463, GO:0042277, GO:0005886, GO:0006306, GO:0019370, GO:0043171, GO:0006508, GO:0005829, GO:0070006, GO:0051567
comp7190_c0_seq1	GO:0005525, GO:0016817, GO:0008152
comp7191_c0_seq1	GO:0035091, GO:0006355, GO:0009620, GO:0006355, GO:0061512, GO:0005886, GO:0009536, GO:0005667, GO:0003700, GO:0006888, GO:0005515, GO:0005929, GO:0005829, GO:0010359, GO:0016787, GO:0043090
comp7192_c0_seq1	GO:0000166, GO:0003676
comp7193_c0_seq1	GO:0015693, GO:0016021, GO:0015095, GO:1903830
comp7195_c0_seq1	GO:0006913, GO:1902582, GO:0033036, GO:0005488, GO:0071702
comp7197_c0_seq1	GO:0043527, GO:0006626, GO:0036265, GO:0005634, GO:0008176, GO:0009165, GO:0000049, GO:0030488
comp7201_c0_seq1	GO:0097159, GO:1901363
comp7202_c0_seq1	GO:0004416, GO:0019243, GO:0006090
comp7209_c0_seq1	GO:0006813, GO:0005524, GO:0007062, GO:0003723, GO:0003724, GO:0045132, GO:0005773, GO:0031048, GO:0035864, GO:0006401
comp7211_c0_seq1	GO:0008150
comp7213_c0_seq1	GO:0006541, GO:0016740
comp7216_c0_seq1	GO:0005975, GO:0016021, GO:0004553
comp7218_c0_seq1	GO:0009570, GO:0016161, GO:0005983, GO:0005985, GO:0000024
comp7219_c0_seq1	
comp7221_c0_seq1	GO:0008289
comp7222_c0_seq1	GO:0016043, GO:0044763
comp7226_c0_seq1	GO:0009536
comp7230_c0_seq1	GO:0005634, GO:0003677, GO:0008270, GO:0010264, GO:0045893, GO:0009658
comp7231_c0_seq1	GO:0005515
comp7233_c0_seq1	GO:0005524, GO:0042626, GO:0055085, GO:0016021
comp7236_c0_seq1	GO:0090304
comp7237_c0_seq1	GO:0005667, GO:0003700, GO:0045893, GO:0043565, GO:0050832, GO:0006355, GO:0009536
comp7239_c0_seq1	GO:0016020, GO:0016021
comp7243_c0_seq1	GO:0005515, GO:0046470, GO:0005509, GO:0016020, GO:0009395, GO:0004630, GO:0070290
comp7245_c0_seq1	GO:0003677, GO:0005634, GO:0006355
comp7247_c0_seq1	GO:0051301, GO:0005524, GO:0008270, GO:0005739, GO:0006508, GO:0009941, GO:0016021, GO:0004176, GO:0004222, GO:0006510
comp7249_c0_seq1	GO:0005515
comp7250_c0_seq1	GO:0003676, GO:0005524, GO:0005515, GO:0030529, GO:0008152, GO:0019013, GO:0004386
comp7252_c0_seq1	GO:0046486, GO:0004609, GO:0008654, GO:0006563, GO:0006544, GO:0006566
comp7260_c0_seq1	GO:0008150, GO:0003723, GO:0003729
comp7264_c0_seq1	GO:0009628, GO:0055085, GO:0022857, GO:0016021, GO:0044237, GO:0050789, GO:0005886
comp7265_c0_seq1	GO:0005657, GO:0005634, GO:0005524, GO:0043141, GO:0032508, GO:0008152
comp7267_c0_seq1	GO:0004190, GO:0030163, GO:0006508
comp7270_c0_seq1	GO:0055085, GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0009536, GO:0006412
comp7271_c0_seq1	GO:0000287, GO:0004743, GO:0006094, GO:0030955, GO:0006096, GO:0006144, GO:0016301, GO:0015976
comp7273_c0_seq1	GO:0008150, GO:0042732, GO:0003674
comp7275_c0_seq1	GO:0005525, GO:0007264, GO:0015031, GO:0030244, GO:0005795, GO:0005886, GO:0048193
comp7276_c0_seq1	GO:0097159, GO:1901363
comp7278_c0_seq1	
comp7279_c0_seq1	GO:0009507, GO:0003735, GO:0006839, GO:0016021, GO:0042254, GO:0005840, GO:0015822, GO:0006412
comp7280_c0_seq1	GO:0005634, GO:0003677, GO:0005667, GO:0003700, GO:0007275, GO:0006355, GO:0006355
comp7283_c0_seq1	GO:0009086, GO:0000394, GO:0003735, GO:0005739, GO:0006354, GO:0042254, GO:0015934, GO:0006412
comp7284_c0_seq1	GO:0009536
comp7285_c0_seq1	GO:0043572, GO:0031359
comp7287_c0_seq1	GO:0008270
comp7288_c0_seq1	GO:0009570, GO:0005524, GO:0009408, GO:0016485, GO:0009658
comp7290_c0_seq1	GO:0003676, GO:0015074, GO:0016787
comp7293_c0_seq1	GO:0008270
comp7294_c0_seq1	GO:0005739, GO:0016021, GO:0005794
comp7296_c0_seq1	GO:0005634, GO:0005667, GO:0001085, GO:0046872, GO:0000977, GO:0030154, GO:0001228, GO:0003682, GO:0045944, GO:0000785
comp7299_c0_seq1	GO:0016020
comp7300_c0_seq1	GO:0016020, GO:0016021, GO:0031410
comp7302_c0_seq1	GO:0008270, GO:0006508, GO:0008237
comp7302_c1_seq1	GO:0005515, GO:0006098, GO:0006399, GO:0006364, GO:0009658, GO:0009536
comp7303_c0_seq1	GO:0031969, GO:0016021, GO:0006631
comp7304_c0_seq1	GO:0005525, GO:0006913, GO:0016192, GO:0007264, GO:0003924, GO:0008152, GO:0005794, GO:0005774, GO:0006886
comp7306_c0_seq1	
comp7308_c0_seq1	
comp7309_c0_seq1	GO:0016811, GO:0016021, GO:0005783, GO:0005794, GO:0006672
comp7310_c0_seq1	GO:0031965, GO:0000060, GO:0006607, GO:0008565, GO:0034399, GO:0008536, GO:0000059, GO:0009536, GO:0008139, GO:0005654, GO:0006610
comp7311_c0_seq1	
comp7312_c0_seq1	GO:0003676, GO:0046872
comp7313_c0_seq1	GO:0003723
comp7314_c0_seq1	GO:0008283, GO:0006306, GO:0000815, GO:0006260, GO:0000911, GO:0016572, GO:0007034, GO:0000226, GO:0051567
comp7315_c0_seq1	GO:0016021
comp7317_c0_seq1	
comp7321_c0_seq1	GO:0047262, GO:0016021, GO:0045489, GO:0000139, GO:0071555, GO:0005982, GO:0005985, GO:0009117
comp7326_c0_seq1	GO:0006527, GO:0009507, GO:0006560, GO:0000050, GO:0005739, GO:0004053, GO:0030145, GO:0050897
comp7327_c0_seq1	GO:0000166, GO:0003676, GO:0009507, GO:0044271, GO:0018130, GO:1901362, GO:0034660, GO:0010467, GO:0044763, GO:0044711, GO:0009657, GO:0019438
comp7328_c0_seq1	GO:0016020
comp7329_c0_seq1	GO:0008152, GO:0016787
comp7330_c0_seq1	GO:0044260, GO:0005737, GO:0044238
comp7333_c0_seq1	GO:0005634, GO:0001522, GO:0003723, GO:0009982
comp7335_c0_seq1	GO:0003743, GO:0005515, GO:0005840, GO:0006446
comp7336_c0_seq1	GO:0005667, GO:0003700, GO:0006355, GO:0043565, GO:0006355
comp7337_c0_seq1	GO:0005515
comp7338_c0_seq1	
comp7339_c0_seq1	GO:0005680, GO:0090266
comp7341_c0_seq1	GO:0050896
comp7346_c0_seq1	GO:0008270, GO:0009628, GO:0009753, GO:0014070, GO:1901701, GO:0006950, GO:0009755, GO:0071229
comp7347_c0_seq1	GO:0016021
comp7348_c0_seq1	GO:0016021
comp7349_c0_seq1	GO:0005524, GO:0010033, GO:0009069, GO:0004674, GO:0006468, GO:0050789
comp7351_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7354_c0_seq1	GO:0008152, GO:0016020, GO:0016021, GO:0016740
comp7355_c0_seq1	GO:0016020
comp7356_c0_seq1	GO:0008150, GO:0009506
comp7357_c0_seq1	GO:0005524, GO:0046486, GO:0005509, GO:0009395, GO:0016021, GO:0004143, GO:0016310, GO:0007205, GO:0005622, GO:0035556
comp7358_c0_seq1	GO:0010075, GO:0005524, GO:0048653, GO:0007020, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0006468
comp7359_c0_seq1	GO:0007094, GO:0005739
comp7361_c0_seq1	
comp7363_c0_seq1	GO:0005524, GO:0007165, GO:0016021, GO:0009069, GO:0004674, GO:0006468, GO:0009536
comp7364_c0_seq1	GO:0006629, GO:0016021, GO:0008081, GO:0005886
comp7365_c0_seq1	GO:0005524, GO:0009507, GO:0016757, GO:0006206, GO:0004849, GO:0005829, GO:0044211, GO:0016310, GO:0044206
comp7366_c0_seq1	GO:0016887, GO:0005524, GO:0043161, GO:0046872, GO:0005783, GO:0006891, GO:0045048, GO:0043248, GO:0051788
comp7367_c0_seq1	GO:0009772, GO:0010207, GO:0042372, GO:0016021, GO:0010236, GO:0019288, GO:0046428, GO:0009536, GO:0010103, GO:0016556
comp7371_c0_seq1	
comp7372_c0_seq1	GO:0015994, GO:0042823, GO:0042538, GO:0042803, GO:0006098, GO:0009644, GO:0006520, GO:0006982, GO:0042542, GO:0006457, GO:0000023, GO:0009408, GO:0019252, GO:0003824, GO:0046982, GO:0043085, GO:0042819, GO:0005829, GO:0012505, GO:0010335, GO:0010224, GO:0034976
comp7374_c0_seq1	GO:0008150, GO:0005507
comp7376_c0_seq1	GO:0008152, GO:0016787
comp7377_c0_seq1	GO:0005524, GO:0008616, GO:0005737, GO:0045454, GO:0008479
comp7378_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7382_c0_seq1	GO:0009853
comp7383_c0_seq1	GO:0016020, GO:0031410
comp7385_c0_seq1	GO:0008150
comp7387_c0_seq1	GO:0043631, GO:0004652
comp7388_c0_seq1	GO:0005634, GO:0008380
comp7389_c0_seq1	GO:0005802, GO:0005768, GO:0010417, GO:0080116, GO:0009834
comp7391_c0_seq1	GO:0005634, GO:0006351, GO:0000989, GO:0006355
comp7392_c0_seq1	
comp7393_c0_seq1	GO:0043231, GO:0016020, GO:0044444
comp7394_c0_seq1	GO:0010152, GO:0010011, GO:0007165, GO:0000822, GO:0042752, GO:0006511, GO:0009733, GO:0004842, GO:0048443, GO:0019005, GO:0010103, GO:0010311, GO:0016567
comp7397_c0_seq1	GO:0044763, GO:0048523
comp7398_c0_seq1	GO:0016887, GO:0005634, GO:0005524, GO:0042393, GO:0031936, GO:0003682, GO:0045944, GO:0000785
comp7401_c0_seq1	GO:0016020
comp7402_c0_seq1	GO:0003677, GO:0006206, GO:0003899, GO:0035194, GO:0006351, GO:0051172, GO:2000113, GO:0006144, GO:0006325, GO:0005730, GO:0080090, GO:0050896
comp7403_c0_seq1	GO:0006118, GO:0015035, GO:0009055, GO:0045454, GO:0055114, GO:0005622, GO:0035556
comp7404_c0_seq1	GO:0005086, GO:0032012, GO:0005488, GO:0043547
comp7407_c0_seq1	GO:0005524, GO:0004672, GO:0006468
comp7409_c0_seq1	GO:0008270
comp7411_c0_seq1	GO:0006508, GO:0008236, GO:0004177
comp7412_c0_seq1	GO:0008270, GO:0046872
comp7417_c0_seq1	GO:0004821, GO:0005524, GO:0006547, GO:0006427, GO:0005739
comp7418_c0_seq1	GO:0005634, GO:0009507, GO:0009506, GO:0005515, GO:0005509, GO:0016020, GO:0005544
comp7422_c0_seq1	GO:0030206, GO:0010417, GO:0016020, GO:0042285, GO:0009834, GO:0015018
comp7423_c0_seq1	GO:0006814, GO:0005747, GO:0015992, GO:0006120, GO:0008137, GO:0009853, GO:0006007, GO:0006744, GO:0009536, GO:0080129, GO:0006511, GO:0051788
comp7424_c0_seq1	GO:0003735, GO:0006508, GO:0006354, GO:0042254, GO:0008233, GO:0005840, GO:0006412
comp7426_c0_seq1	GO:0048208
comp7427_c0_seq1	GO:0008150
comp7430_c0_seq1	GO:0009570, GO:0004722, GO:0008287, GO:0046872, GO:0006470, GO:0080005, GO:0005730, GO:0009767, GO:0009579
comp7432_c0_seq1	GO:0005524, GO:0016021, GO:0031410, GO:0009069, GO:0004674, GO:0006468
comp7434_c0_seq1	GO:0055085, GO:0003735, GO:0016021, GO:0042254, GO:0005840, GO:0006412
